143.729996, 48.75, 143.729996
145.830002, 49.040001, 145.830002
143.679993, 49.709999, 143.679993
144.020004, 50.169998, 144.020004
143.5, 49.16, 143.5
145.6, 49.59, 144.08999599999999
145.57, 49.029999, 142.729996
144.98, 49.580002, 144.179993
145.02, 49.389999, 145.059998
144.77, 49.169998, 145.529999
144.7, 49.560001, 145.740005
143.98, 48.59, 147.770004
143.78, 48.82, 149.03999299999998
143.87, 47.59, 149.559998
143.66, 47.549999, 150.080002
143.8, 46.779999, 151.020004
143.3, 47.09, 150.33999599999999
142.56, 48.509998, 150.270004
142.43, 47.369999, 152.08999599999999
142.63, 47.639999, 152.740005
142.7, 48.41, 153.46000700000002
142.06, 47.43, 150.559998
142.12, 47.869999, 149.5
142.14, 46.57, 148.729996
141.83, 46.439999, 150.050003
141.87, 45.959999, 157.139999
141.56, 47.23, 155.570007
140.89, 47.290001, 156.389999
140.84, 48.66, 158.809998
140.96, 49.16, 160.080002
140.89, 49.09, 161.059998
140.85, 47.48, 155.320007
140.78, 48.07, 157.479996
140.1, 48.23, 159.850006
140.03, 49.299999, 161.600006
140.17, 49.889999, 160.949997
140.17, 49.889999, 157.860001
140.15, 49.91, 157.5
140.15, 49.48, 157.21000700000002
133.06, 50.41, 159.779999
133.72, 50.549999, 159.979996
134.33, 50.66, 159.270004
134.41, 52.220001, 159.860001
134.38, 51.880001, 161.470001
134.3, 52.139999, 162.91000400000001
