NUM_NOISY_TRADER:100NUM_PRZEMEK_TRADER:350NUM_TREND_TRADER:0NUM_OF_ITERATIONS:40
60.335712
60.104286
61.041428
60.93
61.062858999999996
60.69
60.35
60.38
60.58
60.62
60.46
60.16
60.09
60.1
60.28
60.39
60.47
60.51
60.56
60.58
60.29
60.01
60.07
60.55
60.51
60.29
60.34
60.37
60.29
60.37
60.35
60.29
60.24
60.34
60.29
60.01
60.07
60.18
60.17
60.22
60.01
60.22
60.02
60.0
60.01
