NUM_NOISY_TRADER:600NUM_PRZEMEK_TRADER:600NUM_TREND_TRADER:0NUM_OF_ITERATIONS:40
60.335712
60.104286
61.041428
60.93
61.062858999999996
60.73
60.45
60.45
60.49
60.34
60.19
59.86
59.7
59.55
59.66
60.04
60.12
60.36
60.39
60.38
60.13
59.79
59.73
60.09
60.15
59.93
59.94
60.12
59.9
59.78
59.83
59.68
59.72
59.92
59.75
59.47
59.55
59.6
59.45
59.46
59.37
59.64
59.43
59.36
59.22
