NUM_NOISY_TRADER:800NUM_PRZEMEK_TRADER:600NUM_TREND_TRADER:0NUM_OF_ITERATIONS:40
60.335712
60.104286
61.041428
60.93
61.062858999999996
60.69
60.38
60.71
61.05
60.77
60.54
60.26
60.04
59.79
59.84
60.24
60.29
60.57
60.61
60.65
60.39
60.1
59.99
60.27
60.3
60.03
60.12
60.26
60.05
60.03
60.09
59.89
59.98
60.26
60.03
59.77
59.88
59.98
59.78
59.73
59.58
59.86
59.69
59.45
59.3
