NUM_NOISY_TRADER:100NUM_PRZEMEK_TRADER:450NUM_TREND_TRADER:0NUM_OF_ITERATIONS:40
60.335712
60.104286
61.041428
60.93
61.062858999999996
60.57
60.3
60.41
60.52
60.52
60.39
60.0
60.06
60.05
60.26
60.25
60.33
60.44
60.49
60.55
60.4
60.18
60.2
60.31
60.34
60.19
60.28
60.42
60.24
60.17
60.16
60.05
60.18
60.25
60.22
59.87
60.0
60.17
60.15
60.17
60.13
60.16
60.06
59.86
59.9
