,Date,Open,High,Low,Close,Adj Close,Volume
985,2011-08-03,93.150002,93.75,91.220001,91.93,91.93,328175.0
986,2011-08-04,91.940002,92.589996,86.040001,86.629997,86.629997,350221.0
987,2011-08-05,86.5,88.32,82.870003,86.879997,86.879997,535941.0
989,2011-08-08,85.709999,85.730003,80.16999799999999,81.309998,81.309998,512488.0
990,2011-08-09,81.099998,83.050003,75.709999,79.300003,79.300003,521066.0
991,2011-08-10,81.900002,83.139999,79.529999,82.889999,82.889999,605796.0
992,2011-08-11,81.949997,85.970001,81.029999,85.720001,85.720001,520144.0
993,2011-08-12,85.550003,87.370003,84.019997,85.379997,85.379997,502092.0
995,2011-08-15,85.589996,88.050003,84.400002,87.879997,87.879997,350091.0
996,2011-08-16,87.68,87.93,85.620003,86.650002,86.650002,292796.0
997,2011-08-17,87.099998,89.0,86.650002,87.58000200000001,87.58000200000001,375339.0
998,2011-08-18,87.410004,87.529999,81.150002,82.379997,82.379997,344487.0
999,2011-08-19,81.300003,83.550003,79.16999799999999,82.260002,82.260002,331275.0
1001,2011-08-22,82.41999799999999,84.66999799999999,81.129997,84.120003,84.120003,148811.0
1002,2011-08-23,84.449997,86.389999,83.400002,85.440002,85.440002,374045.0
1003,2011-08-24,85.66999799999999,86.589996,84.550003,85.160004,85.160004,353947.0
1004,2011-08-25,85.16999799999999,86.559998,83.010002,85.300003,85.300003,294928.0
1005,2011-08-26,85.089996,85.639999,82.949997,85.370003,85.370003,357816.0
1007,2011-08-29,85.33000200000001,87.620003,85.110001,87.269997,87.269997,283261.0
1008,2011-08-30,87.510002,89.209999,86.459999,88.900002,88.900002,208605.0
1009,2011-08-31,88.790001,89.540001,87.66999799999999,88.809998,88.809998,315383.0
1010,2011-09-01,88.730003,89.900002,88.209999,88.93,88.93,317696.0
1011,2011-09-02,88.779999,88.989998,85.41999799999999,86.449997,86.449997,282342.0
1013,2011-09-06,86.459999,86.599998,83.199997,86.019997,86.019997,307284.0
1014,2011-09-07,86.5,90.480003,86.150002,89.339996,89.339996,316166.0
1015,2011-09-08,90.110001,90.230003,88.589996,89.050003,89.050003,313728.0
1016,2011-09-09,88.769997,89.5,85.639999,87.239998,87.239998,336725.0
1018,2011-09-12,86.699997,88.949997,85.0,88.190002,88.190002,349238.0
1019,2011-09-13,88.949997,90.519997,87.809998,90.209999,90.209999,355070.0
1020,2011-09-14,89.879997,90.25,88.209999,88.910004,88.910004,364262.0
1021,2011-09-15,88.599998,90.150002,88.010002,89.400002,89.400002,330978.0
1022,2011-09-16,89.110001,89.779999,87.0,87.959999,87.959999,296285.0
1024,2011-09-19,87.75,87.75,84.790001,85.699997,85.699997,210962.0
1025,2011-09-20,85.839996,87.459999,85.110001,86.889999,86.889999,132221.0
1026,2011-09-21,86.510002,87.989998,84.91999799999999,85.91999799999999,85.91999799999999,264593.0
1027,2011-09-22,84.809998,85.0,79.660004,80.510002,80.510002,298905.0
1028,2011-09-23,80.400002,81.809998,77.550003,79.849998,79.849998,459998.0
1030,2011-09-26,79.639999,81.360001,77.110001,80.239998,80.239998,427569.0
1031,2011-09-27,81.480003,84.769997,80.91999799999999,84.449997,84.449997,325671.0
1032,2011-09-28,83.760002,84.620003,80.540001,81.209999,81.209999,313568.0
1033,2011-09-29,80.66999799999999,83.980003,79.639999,82.139999,82.139999,282850.0
1034,2011-09-30,83.07,83.230003,78.599998,79.199997,79.199997,351345.0
1036,2011-10-03,78.91999799999999,79.639999,76.650002,77.610001,77.610001,367957.0
1037,2011-10-04,76.400002,77.989998,74.949997,75.66999799999999,75.66999799999999,392782.0
1038,2011-10-05,78.25,79.82,76.940002,79.68,79.68,428113.0
1039,2011-10-06,79.709999,82.900002,79.08000200000001,82.589996,82.589996,336067.0
1040,2011-10-07,82.57,84.0,81.360001,82.980003,82.980003,386089.0
1042,2011-10-10,82.75,86.089996,82.75,85.410004,85.410004,377540.0
1043,2011-10-11,85.699997,86.639999,83.970001,85.809998,85.809998,264825.0
1044,2011-10-12,85.199997,86.589996,84.519997,85.57,85.57,362324.0
1045,2011-10-13,84.93,85.389999,83.16999799999999,84.230003,84.230003,294230.0
1046,2011-10-14,84.470001,87.400002,83.769997,86.800003,86.800003,360268.0
1048,2011-10-17,87.480003,88.18,85.879997,86.379997,86.379997,274846.0
1049,2011-10-18,86.199997,89.029999,85.550003,88.339996,88.339996,227298.0
1050,2011-10-19,88.260002,89.510002,85.870003,86.110001,86.110001,203765.0
1051,2011-10-20,86.099998,86.940002,84.099998,85.300003,85.300003,112020.0
1052,2011-10-21,86.5,88.889999,85.949997,87.400002,87.400002,389241.0
1054,2011-10-24,87.050003,91.879997,87.0,91.269997,91.269997,296555.0
1055,2011-10-25,91.690002,94.650002,91.099998,93.16999799999999,93.16999799999999,484139.0
1056,2011-10-26,92.589996,93.91999799999999,90.0,90.199997,90.199997,489373.0
1057,2011-10-27,90.980003,94.25,90.739998,93.959999,93.959999,411445.0
1058,2011-10-28,93.93,93.93,92.010002,93.32,93.32,327446.0
1060,2011-10-31,93.529999,93.800003,91.360001,93.190002,93.190002,276760.0
1061,2011-11-01,92.58000200000001,92.879997,89.16999799999999,92.190002,92.190002,228561.0
1062,2011-11-02,91.599998,93.790001,90.970001,92.510002,92.510002,351343.0
1063,2011-11-03,92.989998,94.610001,90.870003,94.07,94.07,265626.0
1064,2011-11-04,94.239998,94.93,92.870003,94.260002,94.260002,299987.0
1066,2011-11-07,94.260002,96.110001,93.230003,95.519997,95.519997,295457.0
1067,2011-11-08,95.870003,97.08000200000001,95.230003,96.800003,96.800003,321186.0
1068,2011-11-09,96.809998,97.839996,94.540001,95.739998,95.739998,313566.0
1069,2011-11-10,95.75,98.349998,95.199997,97.779999,97.779999,445712.0
1070,2011-11-11,97.510002,99.199997,97.349998,98.989998,98.989998,347730.0
1072,2011-11-14,99.300003,99.690002,97.190002,98.139999,98.139999,282786.0
1073,2011-11-15,98.040001,99.839996,97.510002,99.370003,99.370003,351523.0
1074,2011-11-16,99.32,102.889999,98.389999,102.589996,102.589996,353319.0
1075,2011-11-17,101.760002,103.370003,98.279999,98.82,98.82,379612.0
1076,2011-11-18,98.610001,100.150002,96.639999,97.410004,97.410004,194039.0
1078,2011-11-21,97.540001,97.860001,95.239998,96.91999799999999,96.91999799999999,341638.0
1079,2011-11-22,97.199997,98.699997,96.550003,98.010002,98.010002,279104.0
1080,2011-11-23,97.790001,97.870003,95.349998,96.16999799999999,96.16999799999999,319245.0
1083,2011-11-28,97.5,100.739998,97.129997,98.209999,98.209999,185841.0
1084,2011-11-29,97.75,100.150002,97.230003,99.790001,99.790001,311735.0
1085,2011-11-30,99.480003,101.75,98.91999799999999,100.360001,100.360001,320858.0
1086,2011-12-01,100.510002,101.16999799999999,98.870003,100.199997,100.199997,302863.0
1087,2011-12-02,100.0,101.559998,99.760002,100.959999,100.959999,275858.0
1089,2011-12-05,101.230003,102.440002,100.239998,100.989998,100.989998,245915.0
1090,2011-12-06,100.449997,101.41999799999999,100.199997,101.279999,101.279999,239380.0
1091,2011-12-07,101.110001,101.940002,99.66999799999999,100.489998,100.489998,217029.0
1092,2011-12-08,100.839996,101.730003,97.709999,98.339996,98.339996,330533.0
1093,2011-12-09,98.08000200000001,99.910004,97.360001,99.410004,99.410004,340677.0
1095,2011-12-12,99.58000200000001,99.68,97.540001,97.769997,97.769997,318767.0
1096,2011-12-13,97.849998,101.25,97.639999,100.139999,100.139999,279146.0
1097,2011-12-14,100.33000200000001,100.33000200000001,94.209999,94.949997,94.949997,380754.0
1098,2011-12-15,94.889999,95.989998,93.309998,93.870003,93.870003,377475.0
1099,2011-12-16,93.41999799999999,94.790001,92.519997,93.529999,93.529999,273761.0
1101,2011-12-19,93.760002,94.41999799999999,92.540001,93.879997,93.879997,205893.0
1102,2011-12-20,94.139999,97.449997,94.139999,97.220001,97.220001,114563.0
1103,2011-12-21,97.529999,99.25,96.800003,98.66999799999999,98.66999799999999,242305.0
1104,2011-12-22,99.029999,100.050003,98.510002,99.529999,99.529999,219505.0
1105,2011-12-23,99.480003,100.230003,99.239998,99.68,99.68,151560.0
1107,2011-12-27,99.91999799999999,101.769997,99.370003,101.339996,101.339996,95270.0
1108,2011-12-28,101.25,101.709999,99.110001,99.360001,99.360001,124238.0
1109,2011-12-29,99.589996,99.91999799999999,98.300003,99.650002,99.650002,164655.0
1110,2011-12-30,99.779999,100.160004,98.610001,98.83000200000001,98.83000200000001,153915.0
1112,2012-01-03,99.699997,103.18,99.650002,102.959999,102.959999,154064.0
1113,2012-01-04,102.989998,103.739998,101.879997,103.220001,103.220001,275481.0
1114,2012-01-05,103.290001,103.730003,101.300003,101.809998,101.809998,271711.0
1115,2012-01-06,101.349998,102.800003,100.879997,101.559998,101.559998,295615.0
1117,2012-01-09,101.91999799999999,102.150002,100.099998,101.309998,101.309998,290458.0
1118,2012-01-10,101.300003,103.410004,101.300003,102.239998,102.239998,311866.0
1119,2012-01-11,102.199997,102.459999,100.550003,100.870003,100.870003,291273.0
1120,2012-01-12,101.0,102.980003,98.5,99.099998,99.099998,311641.0
1121,2012-01-13,99.199997,100.190002,97.699997,98.699997,98.699997,370509.0
1123,2012-01-17,98.949997,101.010002,98.599998,100.709999,100.709999,335624.0
1124,2012-01-18,100.910004,102.059998,99.839996,100.589996,100.589996,341887.0
1125,2012-01-19,101.139999,102.059998,99.980003,100.389999,100.389999,269387.0
1126,2012-01-20,100.389999,100.739998,97.910004,98.459999,98.459999,120170.0
1128,2012-01-23,98.339996,100.239998,97.400002,99.58000200000001,99.58000200000001,304986.0
1129,2012-01-24,99.879997,100.18,98.25,98.949997,98.949997,238960.0
1130,2012-01-25,99.199997,100.400002,97.529999,99.400002,99.400002,242477.0
1131,2012-01-26,99.959999,101.389999,99.230003,99.699997,99.699997,322794.0
1132,2012-01-27,99.93,100.629997,99.129997,99.559998,99.559998,260744.0
1134,2012-01-30,100.0,100.050003,98.43,98.779999,98.779999,253456.0
1135,2012-01-31,98.879997,101.290001,97.860001,98.480003,98.480003,215829.0
1136,2012-02-01,98.379997,99.489998,97.110001,97.610001,97.610001,373891.0
1137,2012-02-02,97.110001,97.989998,95.440002,96.360001,96.360001,293554.0
1138,2012-02-03,96.610001,98.029999,96.010002,97.839996,97.839996,331240.0
1140,2012-02-06,97.739998,97.75,96.379997,96.910004,96.910004,318638.0
1141,2012-02-07,97.129997,99.129997,95.839996,98.410004,98.410004,257715.0
1142,2012-02-08,98.769997,100.089996,98.099998,98.709999,98.709999,415728.0
1143,2012-02-09,99.099998,100.18,98.660004,99.839996,99.839996,364737.0
1144,2012-02-10,99.889999,99.889999,97.32,98.66999799999999,98.66999799999999,295425.0
1146,2012-02-13,99.33000200000001,101.0,99.089996,100.910004,100.910004,307564.0
1147,2012-02-14,100.730003,101.839996,100.279999,100.739998,100.739998,268062.0
1148,2012-02-15,100.900002,102.540001,100.610001,101.800003,101.800003,314286.0
1149,2012-02-16,101.900002,102.690002,100.839996,102.309998,102.309998,278272.0
1150,2012-02-17,102.349998,104.139999,102.25,103.239998,103.239998,197307.0
1152,2012-02-21,104.650002,106.07,104.260002,105.839996,105.839996,134499.0
1153,2012-02-22,106.010002,106.720001,105.610001,106.279999,106.279999,316239.0
1154,2012-02-23,105.949997,108.739998,105.449997,107.83000200000001,107.83000200000001,241329.0
1155,2012-02-24,108.660004,109.949997,107.949997,109.769997,109.769997,325662.0
1157,2012-02-27,109.66999799999999,109.769997,107.269997,108.559998,108.559998,267713.0
1158,2012-02-28,107.949997,108.790001,106.300003,106.550003,106.550003,277597.0
1159,2012-02-29,106.459999,107.43,104.839996,107.07,107.07,278723.0
1160,2012-03-01,106.82,110.550003,106.550003,108.839996,108.839996,353125.0
1161,2012-03-02,108.75,109.029999,105.800003,106.699997,106.699997,389838.0
1163,2012-03-05,106.75,107.41999799999999,105.5,106.720001,106.720001,299664.0
1164,2012-03-06,107.110001,107.339996,104.510002,104.699997,104.699997,237450.0
1165,2012-03-07,104.93,106.550003,104.349998,106.160004,106.160004,332561.0
1166,2012-03-08,106.239998,107.199997,105.839996,106.58000200000001,106.58000200000001,333242.0
1167,2012-03-09,106.910004,108.199997,106.129997,107.400002,107.400002,279597.0
1169,2012-03-12,107.5,107.559998,105.379997,106.339996,106.339996,292694.0
1170,2012-03-13,106.550003,107.349998,105.66999799999999,106.709999,106.709999,234727.0
1171,2012-03-14,106.690002,107.019997,105.120003,105.43,105.43,282350.0
1172,2012-03-15,105.5,106.18,103.779999,105.110001,105.110001,283510.0
1173,2012-03-16,105.440002,107.339996,105.129997,107.059998,107.059998,371039.0
1175,2012-03-19,107.18,108.239998,106.550003,108.089996,108.089996,192992.0
1176,2012-03-20,107.82,107.910004,105.349998,105.610001,105.610001,110353.0
1177,2012-03-21,106.33000200000001,107.639999,106.059998,107.269997,107.269997,329535.0
1178,2012-03-22,106.809998,107.120003,104.5,105.349998,105.349998,252603.0
1179,2012-03-23,105.519997,108.25,105.160004,106.870003,106.870003,295474.0
1181,2012-03-26,106.790001,107.32,106.190002,107.029999,107.029999,260269.0
1182,2012-03-27,107.089996,107.730003,106.519997,107.33000200000001,107.33000200000001,162276.0
1183,2012-03-28,106.809998,106.940002,104.66999799999999,105.410004,105.410004,209036.0
1184,2012-03-29,105.58000200000001,105.699997,102.129997,102.779999,102.779999,309064.0
1185,2012-03-30,103.290001,104.150002,102.779999,103.019997,103.019997,319988.0
1187,2012-04-02,103.269997,105.489998,102.059998,105.230003,105.230003,244155.0
1188,2012-04-03,105.040001,105.18,103.589996,104.010002,104.010002,278097.0
1189,2012-04-04,104.089996,104.120003,101.08000200000001,101.470001,101.470001,245541.0
1190,2012-04-05,101.959999,103.400002,101.370003,103.309998,103.309998,300729.0
1192,2012-04-09,102.529999,102.599998,100.809998,102.459999,102.459999,242903.0
1193,2012-04-10,102.33000200000001,102.959999,100.68,101.019997,101.019997,205924.0
1194,2012-04-11,100.940002,103.129997,100.839996,102.699997,102.699997,312927.0
1195,2012-04-12,102.550003,104.239998,102.389999,103.639999,103.639999,283008.0
1196,2012-04-13,103.660004,103.900002,102.610001,102.83000200000001,102.83000200000001,271285.0
1198,2012-04-16,102.800003,103.370003,101.800003,102.93,102.93,227259.0
1199,2012-04-17,103.150002,105.07,102.660004,104.199997,104.199997,284959.0
1200,2012-04-18,104.220001,104.510002,102.190002,102.66999799999999,102.66999799999999,244523.0
1201,2012-04-19,102.730003,103.209999,101.66999799999999,102.269997,102.269997,195812.0
1202,2012-04-20,102.57,104.269997,102.449997,103.050003,103.050003,91398.0
1204,2012-04-23,103.82,103.900002,101.82,103.110001,103.110001,225790.0
1205,2012-04-24,103.110001,104.099998,102.790001,103.550003,103.550003,213202.0
1206,2012-04-25,103.760002,104.57,103.110001,104.120003,104.120003,196136.0
1207,2012-04-26,103.959999,104.91999799999999,103.839996,104.550003,104.550003,276652.0
1208,2012-04-27,104.099998,105.0,103.739998,104.93,104.93,192832.0
1210,2012-04-30,104.93,105.160004,103.879997,104.870003,104.870003,182104.0
1211,2012-05-01,104.889999,106.43,104.389999,106.160004,106.160004,211453.0
1212,2012-05-02,105.980003,106.050003,104.910004,105.220001,105.220001,245921.0
1213,2012-05-03,105.389999,105.41999799999999,102.360001,102.540001,102.540001,256649.0
1214,2012-05-04,102.589996,102.720001,97.510002,98.489998,98.489998,316883.0
1216,2012-05-07,98.050003,98.239998,95.339996,97.940002,97.940002,443060.0
1217,2012-05-08,97.959999,98.120003,95.519997,97.010002,97.010002,300474.0
1218,2012-05-09,97.379997,97.389999,95.16999799999999,96.809998,96.809998,333767.0
1219,2012-05-10,96.449997,97.690002,96.08000200000001,97.08000200000001,97.08000200000001,332865.0
1220,2012-05-11,96.529999,97.199997,95.559998,96.129997,96.129997,282314.0
1222,2012-05-14,95.790001,95.83000200000001,93.650002,94.779999,94.779999,260539.0
1223,2012-05-15,93.910004,95.480003,93.019997,93.980003,93.980003,251994.0
1224,2012-05-16,93.160004,94.160004,91.809998,92.809998,92.809998,284712.0
1225,2012-05-17,92.769997,93.879997,92.089996,92.559998,92.559998,308371.0
1226,2012-05-18,92.860001,92.879997,90.93,91.480003,91.480003,280073.0
1228,2012-05-21,91.269997,93.059998,90.839996,92.57,92.57,211749.0
1229,2012-05-22,92.639999,93.010002,91.400002,91.660004,91.660004,107239.0
1230,2012-05-23,91.540001,91.720001,89.279999,89.900002,89.900002,226226.0
1231,2012-05-24,90.529999,91.519997,89.809998,90.660004,90.660004,275522.0
1232,2012-05-25,90.790001,91.32,90.199997,90.860001,90.860001,231521.0
1234,2012-05-29,91.0,92.209999,90.25,90.760002,90.760002,153921.0
1235,2012-05-30,90.860001,90.91999799999999,87.269997,87.82,87.82,262562.0
1236,2012-05-31,87.550003,88.279999,85.860001,86.529999,86.529999,297197.0
1237,2012-06-01,86.440002,86.589996,82.290001,83.230003,83.230003,345433.0
1239,2012-06-04,82.959999,84.379997,81.209999,83.980003,83.980003,407579.0
1240,2012-06-05,84.139999,84.91999799999999,83.309998,84.290001,84.290001,309777.0
1241,2012-06-06,84.120003,86.269997,84.029999,85.019997,85.019997,246358.0
1242,2012-06-07,85.5,87.029999,83.43,84.82,84.82,313102.0
1243,2012-06-08,83.629997,84.66999799999999,82.0,84.099998,84.099998,339002.0
1245,2012-06-11,85.720001,86.639999,81.110001,82.699997,82.699997,304641.0
1246,2012-06-12,81.18,83.720001,81.07,83.32,83.32,343211.0
1247,2012-06-13,83.510002,84.010002,82.150002,82.620003,82.620003,320803.0
1248,2012-06-14,82.440002,84.41999799999999,82.269997,83.910004,83.910004,327544.0
1249,2012-06-15,84.33000200000001,84.800003,83.41999799999999,84.029999,84.029999,278944.0
1251,2012-06-18,85.089996,85.599998,82.040001,83.269997,83.269997,216554.0
1252,2012-06-19,83.059998,84.410004,82.279999,84.029999,84.029999,216955.0
1253,2012-06-20,84.040001,84.339996,80.910004,81.800003,81.800003,109008.0
1254,2012-06-21,81.08000200000001,81.199997,77.93,78.199997,78.199997,413790.0
1255,2012-06-22,78.110001,80.370003,77.559998,79.760002,79.760002,376969.0
1257,2012-06-25,80.199997,80.68,78.029999,79.209999,79.209999,293224.0
1258,2012-06-26,79.230003,79.68,78.360001,79.360001,79.360001,249004.0
1259,2012-06-27,79.470001,80.91999799999999,78.68,80.209999,80.209999,253304.0
1260,2012-06-28,80.480003,80.839996,77.279999,77.690002,77.690002,253006.0
1261,2012-06-29,78.459999,85.339996,78.279999,84.959999,84.959999,310148.0
1263,2012-07-02,84.650002,85.050003,82.099998,83.75,83.75,439010.0
1265,2012-07-05,87.75,88.980003,86.5,87.220001,87.220001,336186.0
1266,2012-07-06,86.730003,87.129997,84.019997,84.449997,84.449997,368616.0
1268,2012-07-09,84.199997,86.480003,84.0,85.989998,85.989998,296204.0
1269,2012-07-10,85.839996,85.949997,83.650002,83.910004,83.910004,256901.0
1270,2012-07-11,84.010002,86.489998,84.010002,85.809998,85.809998,291409.0
1271,2012-07-12,86.199997,86.370003,84.209999,86.08000200000001,86.08000200000001,307821.0
1272,2012-07-13,85.860001,87.610001,85.58000200000001,87.099998,87.099998,240725.0
1274,2012-07-16,87.129997,88.480003,86.410004,88.43,88.43,260828.0
1275,2012-07-17,88.260002,89.459999,87.410004,89.220001,89.220001,223124.0
1276,2012-07-18,89.129997,90.040001,88.589996,89.870003,89.870003,262785.0
1277,2012-07-19,90.08000200000001,92.940002,89.860001,92.660004,92.660004,192847.0
1278,2012-07-20,92.220001,92.300003,90.660004,91.440002,91.440002,102928.0
1280,2012-07-23,91.610001,91.639999,87.910004,88.139999,88.139999,249172.0
1281,2012-07-24,88.050003,89.089996,87.43,88.5,88.5,290355.0
1282,2012-07-25,88.199997,89.360001,86.839996,88.970001,88.970001,309865.0
1283,2012-07-26,89.099998,90.470001,88.07,89.389999,89.389999,289552.0
1284,2012-07-27,89.43,90.449997,89.129997,90.129997,90.129997,233400.0
1286,2012-07-30,90.139999,90.949997,89.33000200000001,89.779999,89.779999,210412.0
1287,2012-07-31,89.66999799999999,90.300003,87.309998,88.059998,88.059998,191095.0
1288,2012-08-01,88.029999,89.470001,87.510002,88.910004,88.910004,282851.0
1289,2012-08-02,88.870003,89.629997,86.91999799999999,87.129997,87.129997,281204.0
1290,2012-08-03,87.260002,91.739998,87.230003,91.400002,91.400002,302698.0
1292,2012-08-06,91.339996,92.33000200000001,90.629997,92.199997,92.199997,301783.0
1293,2012-08-07,92.050003,94.41999799999999,91.779999,93.66999799999999,93.66999799999999,194374.0
1294,2012-08-08,93.410004,94.720001,92.82,93.349998,93.349998,260012.0
1295,2012-08-09,93.43,94.209999,93.07,93.360001,93.360001,269931.0
1296,2012-08-10,93.459999,93.870003,91.709999,92.870003,92.870003,258637.0
1298,2012-08-13,93.25,94.139999,92.050003,92.730003,92.730003,224512.0
1299,2012-08-14,92.709999,93.91999799999999,92.559998,93.43,93.43,280268.0
1300,2012-08-15,93.25,94.900002,92.68,94.33000200000001,94.33000200000001,200411.0
1301,2012-08-16,94.209999,95.75,93.93,95.599998,95.599998,281643.0
1302,2012-08-17,95.230003,96.279999,94.980003,96.010002,96.010002,212628.0
1304,2012-08-20,96.360001,96.529999,95.019997,95.970001,95.970001,162591.0
1305,2012-08-21,95.970001,97.599998,95.809998,96.68,96.68,113309.0
1306,2012-08-22,96.940002,97.540001,96.260002,97.260002,97.260002,220192.0
1307,2012-08-23,97.300003,98.290001,95.75,96.269997,96.269997,217435.0
1308,2012-08-24,96.059998,97.16999799999999,95.410004,96.150002,96.150002,225156.0
1310,2012-08-27,96.66999799999999,97.720001,94.410004,95.470001,95.470001,204231.0
1311,2012-08-28,95.660004,96.540001,95.139999,96.33000200000001,96.33000200000001,230844.0
1312,2012-08-29,96.08000200000001,96.370003,94.760002,95.489998,95.489998,198458.0
1313,2012-08-30,95.300003,95.599998,93.949997,94.620003,94.620003,185887.0
1314,2012-08-31,94.75,96.91999799999999,94.510002,96.470001,96.470001,192455.0
1316,2012-09-04,96.379997,97.370003,94.970001,95.300003,95.300003,249063.0
1317,2012-09-05,95.610001,96.029999,94.260002,95.360001,95.360001,256147.0
1318,2012-09-06,96.0,97.709999,94.589996,95.529999,95.529999,233044.0
1319,2012-09-07,94.699997,96.739998,94.08000200000001,96.41999799999999,96.41999799999999,327082.0
1321,2012-09-10,96.239998,96.629997,95.339996,96.540001,96.540001,293026.0
1322,2012-09-11,96.290001,97.309998,96.08000200000001,97.16999799999999,97.16999799999999,221996.0
1323,2012-09-12,96.849998,98.059998,96.309998,97.010002,97.010002,222006.0
1324,2012-09-13,96.93,98.58000200000001,96.510002,98.309998,98.309998,223528.0
1325,2012-09-14,98.040001,100.41999799999999,97.989998,99.0,99.0,291055.0
1327,2012-09-17,99.150002,99.519997,94.650002,96.620003,96.620003,271794.0
1328,2012-09-18,96.709999,97.230003,95.110001,95.290001,95.290001,308274.0
1329,2012-09-19,95.489998,96.16999799999999,91.25,91.980003,91.980003,196211.0
1330,2012-09-20,91.769997,92.370003,90.660004,91.870003,91.870003,133035.0
1331,2012-09-21,92.93,93.839996,92.589996,92.889999,92.889999,244553.0
1333,2012-09-24,93.18,93.18,91.059998,91.93,91.93,181036.0
1334,2012-09-25,92.110001,93.199997,90.57,91.370003,91.370003,188315.0
1335,2012-09-26,90.82,91.339996,88.949997,89.980003,89.980003,239024.0
1336,2012-09-27,90.08000200000001,92.389999,89.879997,91.849998,91.849998,272057.0
1337,2012-09-28,92.349998,92.709999,91.400002,92.190002,92.190002,237289.0
1339,2012-10-01,92.150002,93.33000200000001,91.260002,92.480003,92.480003,210195.0
1340,2012-10-02,92.410004,92.940002,91.620003,91.889999,91.889999,216005.0
1341,2012-10-03,91.639999,91.82,87.699997,88.139999,88.139999,177728.0
1342,2012-10-04,88.010002,91.839996,87.910004,91.709999,91.709999,339506.0
1343,2012-10-05,91.510002,91.709999,89.010002,89.879997,89.879997,291389.0
1345,2012-10-08,89.849998,89.889999,88.209999,89.33000200000001,89.33000200000001,279131.0
1346,2012-10-09,89.620003,92.910004,89.290001,92.389999,92.389999,202688.0
1347,2012-10-10,92.260002,93.660004,91.019997,91.25,91.25,378040.0
1348,2012-10-11,91.269997,92.940002,91.089996,92.07,92.07,303502.0
1349,2012-10-12,92.410004,92.639999,91.160004,91.860001,91.860001,300087.0
1351,2012-10-15,91.629997,92.199997,89.790001,91.849998,91.849998,198462.0
1352,2012-10-16,91.760002,92.32,91.300003,92.089996,92.089996,269016.0
1353,2012-10-17,92.08000200000001,92.849998,91.550003,92.120003,92.120003,232217.0
1354,2012-10-18,92.059998,92.589996,90.660004,92.099998,92.099998,226343.0
1355,2012-10-19,92.040001,93.050003,89.83000200000001,90.050003,90.050003,184654.0
1357,2012-10-22,89.519997,90.800003,88.199997,88.730003,88.730003,123648.0
1358,2012-10-23,89.139999,89.290001,85.690002,86.66999799999999,86.66999799999999,275720.0
1359,2012-10-24,86.599998,87.470001,84.940002,85.730003,85.730003,309492.0
1360,2012-10-25,85.650002,86.75,85.230003,86.050003,86.050003,298160.0
1361,2012-10-26,86.0,86.370003,85.0,86.279999,86.279999,208678.0
1363,2012-10-31,85.730003,87.190002,85.610001,86.239998,86.239998,106222.0
1364,2012-11-01,86.099998,87.41999799999999,85.91999799999999,87.089996,87.089996,212577.0
1365,2012-11-02,86.910004,87.239998,84.660004,84.860001,84.860001,197179.0
1367,2012-11-05,84.650002,85.900002,84.339996,85.650002,85.650002,297311.0
1368,2012-11-06,85.66999799999999,89.220001,85.41999799999999,88.709999,88.709999,221397.0
1369,2012-11-07,88.41999799999999,88.800003,84.050003,84.440002,84.440002,303429.0
1370,2012-11-08,84.519997,85.699997,84.220001,85.089996,85.089996,422211.0
1371,2012-11-09,85.0,86.769997,84.129997,86.07,86.07,296599.0
1373,2012-11-12,86.190002,86.540001,85.269997,85.57,85.57,322403.0
1374,2012-11-13,85.589996,85.949997,84.57,85.379997,85.379997,280690.0
1375,2012-11-14,85.370003,86.650002,84.93,86.32,86.32,352247.0
1376,2012-11-15,86.360001,86.83000200000001,84.68,85.449997,85.449997,265306.0
1377,2012-11-16,85.279999,87.010002,85.019997,86.66999799999999,86.66999799999999,168098.0
1379,2012-11-19,87.300003,89.800003,87.110001,89.279999,89.279999,271209.0
1380,2012-11-20,89.150002,89.190002,86.16999799999999,86.75,86.75,247078.0
1381,2012-11-21,87.279999,87.889999,86.370003,87.379997,87.379997,322630.0
1384,2012-11-26,88.209999,88.290001,87.269997,87.739998,87.739998,104944.0
1385,2012-11-27,87.82,88.25,86.83000200000001,87.18,87.18,156593.0
1386,2012-11-28,87.33000200000001,87.339996,85.360001,86.489998,86.489998,210470.0
1387,2012-11-29,86.57,88.690002,86.550003,88.07,88.07,249744.0
1388,2012-11-30,87.660004,88.989998,87.470001,88.910004,88.910004,270030.0
1390,2012-12-03,88.849998,90.33000200000001,88.660004,89.089996,89.089996,216206.0
1391,2012-12-04,88.93,89.18,87.57,88.5,88.5,235987.0
1392,2012-12-05,88.5,89.050003,87.459999,87.879997,87.879997,206265.0
1393,2012-12-06,87.870003,88.230003,85.68,86.260002,86.260002,220850.0
1394,2012-12-07,86.389999,86.91999799999999,85.769997,85.93,85.93,269293.0
1396,2012-12-10,85.980003,86.779999,85.33000200000001,85.559998,85.559998,244993.0
1397,2012-12-11,85.699997,86.370003,85.209999,85.790001,85.790001,211603.0
1398,2012-12-12,85.690002,87.68,85.68,86.769997,86.769997,217859.0
1399,2012-12-13,86.769997,86.970001,85.809998,85.889999,85.889999,300353.0
1400,2012-12-14,86.129997,86.91999799999999,86.050003,86.730003,86.730003,228417.0
1402,2012-12-17,86.879997,87.709999,86.480003,87.199997,87.199997,218265.0
1403,2012-12-18,87.449997,88.160004,87.209999,87.93,87.93,157226.0
