NUM_NOISY_TRADER:300NUM_PRZEMEK_TRADER:10NUM_TREND_TRADER:0NUM_OF_ITERATIONS:100
119.720001
122.019997
124.879997
126.459999
127.08000200000001
129.92
129.22
128.58
128.08
127.49
127.07
126.55
127.35
126.79
127.42
129.45
129.69
129.94
130.46
129.77
129.05
128.4
128.51
127.79
128.19
128.38
127.69
128.35
128.8
128.83
130.34
130.4
130.98
130.09
130.07
129.39
129.7
129.71
129.07
128.67
128.71
130.6
131.42
130.64
130.06
130.27
130.25
129.56
130.45
129.78
130.15
129.51
129.04
128.46
127.96
127.52
128.64
129.38
128.82
128.35
127.74
127.82
128.61
128.07
128.12
127.43
126.81
126.82
126.22
126.24
127.08
126.48
125.87
125.4
125.39
124.63
124.93
124.27
125.51
125.65
124.99
124.32
123.92
123.22
123.59
123.17
122.46
121.9
121.43
121.07
122.45
122.07
121.5
122.79
122.42
121.72
121.24
120.77
122.14
121.49
121.03
120.37
119.67
119.88
120.9
