NUM_NOISY_TRADER:500NUM_PRZEMEK_TRADER:20NUM_TREND_TRADER:0NUM_OF_ITERATIONS:300
119.720001
122.019997
124.879997
126.459999
127.08000200000001
129.44
128.77
128.12
127.46
126.98
126.53
125.82
125.97
125.29
125.29
126.6
126.85
127.98
128.26
127.66
127.01
126.42
126.51
125.89
125.93
126.46
125.94
126.9
127.37
127.28
127.25
128.09
128.57
127.95
127.94
127.49
127.78
128.84
128.26
127.7
127.78
128.17
128.18
127.47
127.09
127.69
127.69
126.95
127.76
127.15
127.23
126.61
126.12
125.48
125.13
124.49
124.91
125.94
125.46
125.18
124.6
125.94
126.43
125.76
125.75
125.19
124.75
125.69
125.07
125.09
125.09
124.45
123.92
123.3
123.37
122.81
123.17
122.67
122.88
122.88
122.36
121.69
121.26
120.63
120.64
120.12
119.63
119.05
119.73
119.33
119.78
119.13
118.61
120.07
119.66
119.11
118.63
118.13
119.2
118.84
118.28
117.64
117.12
118.04
118.25
117.65
117.18
116.66
117.61
117.04
116.58
116.0
116.77
116.09
116.15
115.6
116.42
115.81
116.15
115.82
116.79
116.16
115.63
116.57
116.04
116.23
116.9
117.92
117.28
117.35
117.58
117.01
116.46
115.77
115.96
115.29
114.81
115.98
116.26
115.74
115.17
116.47
115.9
115.34
115.55
116.11
115.55
115.75
115.21
114.79
114.88
116.2
116.73
116.23
116.33
117.57
116.96
116.39
115.79
115.39
115.84
115.35
114.85
114.3
115.03
114.43
113.98
113.45
114.05
114.72
115.32
114.63
115.17
114.47
114.08
113.49
112.98
114.52
113.93
113.45
112.93
113.77
113.3
114.45
113.83
113.11
113.37
114.3
114.89
114.33
113.81
114.21
113.63
114.29
113.74
113.24
112.8
112.28
111.76
111.23
112.21
113.18
112.62
111.99
111.55
112.18
112.68
113.25
113.67
113.12
113.66
113.07
113.34
112.91
112.43
111.87
111.42
110.87
110.45
110.05
111.01
112.38
111.87
111.3
110.77
111.87
112.39
111.79
112.2
112.75
113.32
113.76
113.22
112.75
112.75
112.15
111.61
111.12
110.6
110.06
109.59
110.61
110.14
111.38
111.93
111.31
111.88
112.5
112.92
113.23
112.65
112.86
113.16
113.71
113.22
113.38
113.63
113.16
113.45
112.9
113.44
112.82
112.35
113.77
114.13
113.59
113.84
114.22
113.64
113.09
112.68
112.15
112.62
113.74
113.18
112.47
112.87
113.98
113.43
113.4
113.94
114.88
114.31
113.69
113.1
112.53
112.74
113.98
114.52
115.15
114.5
114.88
115.2
116.16
115.68
115.11
114.5
114.71
114.93
114.91
114.36
115.39
115.74
116.95
116.35
