NUM_NOISY_TRADER:600NUM_PRZEMEK_TRADER:20NUM_TREND_TRADER:0NUM_OF_ITERATIONS:300
119.720001
122.019997
124.879997
126.459999
127.08000200000001
128.74
128.07
127.34
126.7
126.1
125.72
125.06
125.7
125.19
125.94
126.87
126.98
127.71
127.97
127.26
126.68
125.99
126.05
125.47
126.14
126.6
126.09
126.99
127.11
127.99
128.39
128.69
129.05
128.29
128.29
127.65
128.34
129.13
128.48
127.83
127.85
128.21
128.43
127.8
127.28
127.56
127.57
126.93
127.75
127.17
127.28
126.7
126.28
125.75
125.24
124.7
125.69
126.68
126.26
125.68
125.18
125.6
126.19
125.57
125.57
124.96
124.53
125.43
124.85
126.79
126.75
126.12
125.61
125.12
125.25
124.56
124.58
123.89
124.58
124.84
124.32
123.7
123.26
122.66
123.51
123.04
122.47
121.83
121.37
120.72
121.16
120.67
120.11
121.68
121.27
120.71
120.16
119.66
120.98
120.36
119.9
119.32
118.81
119.28
120.41
119.79
119.38
118.79
119.88
119.35
118.86
118.31
118.91
118.37
119.51
118.88
119.64
119.06
119.05
118.45
119.46
118.91
118.31
118.84
118.26
118.45
119.48
120.04
119.38
119.69
119.77
119.14
118.56
117.99
119.28
118.68
118.24
118.76
119.31
118.71
118.07
119.02
118.46
117.86
118.21
118.73
118.23
118.71
118.09
117.48
117.83
117.91
118.9
118.32
118.69
119.6
119.04
118.49
117.96
117.47
118.13
117.54
117.04
116.48
117.27
116.72
116.3
115.72
116.74
117.8
118.24
117.67
117.95
117.45
117.02
116.57
115.95
117.34
116.79
116.14
115.64
115.86
115.33
116.19
115.69
115.12
115.4
116.29
117.59
117.0
116.43
116.66
116.05
116.28
115.74
115.17
114.65
114.08
113.5
112.99
114.31
115.68
115.07
114.53
113.97
114.06
114.51
115.2
115.72
115.19
116.1
115.46
115.96
115.37
114.77
114.21
113.66
113.23
112.63
112.07
112.92
114.0
113.49
113.07
112.47
113.55
114.18
113.71
114.74
115.26
115.68
116.07
115.54
114.99
115.47
114.89
114.3
113.62
113.15
112.55
112.02
112.83
112.33
113.27
114.07
113.63
114.42
114.79
115.3
115.74
115.16
115.4
115.91
116.11
115.48
115.87
116.38
115.81
116.5
115.92
116.81
116.21
115.55
115.7
116.28
115.68
116.65
117.53
116.89
116.28
115.68
115.2
115.71
116.28
115.72
115.19
115.47
115.95
115.37
116.64
116.81
117.69
117.05
116.39
115.76
115.15
115.63
117.53
118.01
118.3
117.75
118.58
118.79
119.18
118.51
117.98
117.44
118.07
118.22
118.87
118.25
118.86
119.45
119.85
119.3
