NUM_NOISY_TRADER:500NUM_PRZEMEK_TRADER:350NUM_TREND_TRADER:0NUM_OF_ITERATIONS:40
55.41857099999999
55.671429
56.144287
55.849998
55.584286
55.29
55.03
55.09
55.62
55.58
55.62
55.76
56.02
55.75
55.78
55.52
55.53
55.66
55.41
55.35
55.07
55.17
55.05
54.82
54.67
54.72
54.48
54.18
54.03
54.18
53.99
54.08
54.64
54.43
54.35
54.08
53.87
53.68
53.95
53.85
53.94
54.46
54.74
54.47
54.47
