NUM_NOISY_TRADER:500NUM_PRZEMEK_TRADER:350NUM_TREND_TRADER:0NUM_OF_ITERATIONS:40
100.272858
100.300003
99.814285
100.012856
98.684288
98.23
98.25
97.84
97.59
97.72
97.58
97.75
97.27
97.17
97.34
97.54
97.26
96.74
96.51
96.47
96.26
96.82
96.96
96.47
96.57
96.49
96.56
96.97
96.6
96.72
96.74
96.46
96.22
96.38
96.27
96.41
96.41
96.18
96.28
96.39
96.11
95.63
95.74
95.83
95.97
