NUM_NOISY_TRADER:100NUM_PRZEMEK_TRADER:350NUM_TREND_TRADER:0NUM_OF_ITERATIONS:40
55.41857099999999
55.671429
56.144287
55.849998
55.584286
55.36
55.18
55.22
55.28
55.38
55.38
55.41
55.47
55.27
55.38
54.98
55.15
55.38
55.25
55.12
55.05
55.13
55.1
54.88
54.84
54.94
55.02
54.76
54.8
54.87
54.79
54.91
55.01
54.72
54.74
54.42
54.56
54.51
54.73
54.43
54.57
54.77
54.87
54.77
54.79
