NUM_NOISY_TRADER:500NUM_PRZEMEK_TRADER:300NUM_TREND_TRADER:0NUM_OF_ITERATIONS:40
119.720001
122.019997
124.879997
126.459999
127.08000200000001
128.57
128.07
127.91
127.6
127.59
127.3
126.69
126.82
126.8
126.95
127.03
127.04
127.06
127.05
126.75
126.51
125.92
126.1
125.5
125.62
125.74
125.66
126.16
126.19
126.14
126.14
126.09
126.04
125.61
125.74
124.95
124.98
125.13
125.04
125.11
125.16
125.17
125.17
124.83
124.69
